title,caption,image_url,date
Saturn’s Northern Mid-latitudes,"In this Voyager 2 observation of Saturn's northern mid-latitudes is seen a strangely curled cloud attached by a thin ribbon to the bright white cloud region to the north. The cloud has been monitored for seven rotations around the planet. It appears to be forming a closed loop. Other discrete clouds are seen to the east. Also evident is the ""ribbonlike"" structure at 47 north latitude in the white cloud region. The spacecraft took this image Aug. 16 from a distance of 9.3 million kilometers (5.8 million miles), when the smallest feature seen was about 90 kilometers (56 miles) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01958.jpg,1999-04-25
Photograph of Saturn Constructed in False Color,"This Saturn photograph has been constructed in false color from a green and a violet frame obtained Aug. 19 by Voyager 2 from a range of 7.1 million kilometers (4.4 million miles). In true color, the blue oval in the center of the image would be brown and the two spots below and to the right would be white. The convective structure below the blue oval is moving west at 20 meters-per-second (40 mph) relative to the oval. The wavelike structures in the ribbon to the north are moving eastward at 150 meters-per-second (300 mph). In this image, the smallest observable features are 130 km. (80 mi.) across. The separate green and violet frames used to construct this picture are displayed in an accompanying release (P-23916BW, S-2-13).",https://photojournal.jpl.nasa.gov/jpeg/PIA01957.jpg,1999-04-14
Voyager 2 Image of Saturn,"This Voyager 2 image, taken Aug. 18 from a distance of 6.8 million kilometers (4.2 million miles), shows the region extending from 20 north latitude to Saturn's polar region. Several small-scale spots evident at around 37 north move in an easterly jet at a speed approaching 15 meters-per-second (33 mph). Toward the boundary with the white cloud band are several cloud strands that mark part of the westerly flow of the atmosphere. This flow reaches a maximum in the ""ribbonlike"" structure, with wind speeds of about 150 meters-per-second (330 mph). Further cloud bands and small-scale spots can be seen toward Saturn's north pole. The smallest features evident here measure about 65 km. (40 mi.) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01956.jpg,1999-04-14
Outer Edge of Saturn’s A-ring,"The outer edge of Saturn's A-ring is detailed in this image obtained by Voyager 2 on Aug. 26, just half an hour before closest approach, at a range of about 51,000 kilometers (31,700 miles). Resolution in this wide-angle view is about 4 km. (2.5 miles). The many sharp linear features parallel to the ring edge are most probably locations where ring particles are in resonance with one of the several small nearby satellites of about 100-km. radius discovered last fall by Voyager 1. Such regions are likely characterized by more intense particle collisions and a greater density of small ""chips."" The entire outer band of the A-ring has different scattering properties and therefore different particle characteristics than the main body of the rings to the upper left.",https://photojournal.jpl.nasa.gov/jpeg/PIA01953.jpg,1999-04-11
Saturn’s A-ring,"Voyager 2 cameras acquired this photograph of Saturn's A-ring Aug. 26 from a distance of 227,800 kilometers (141,500 miles). This view of the ring's outer edge shows a small bright, clumpy ring within the Encke Gap (center of this image) that exhibits kinks reminiscent of those observed in the F-ring by Voyager 1 last fall but not by Voyager 2. Voyager 1 saw two similar clumpy rings in this region at much lower resolution. Also visible are a bright ringlet at the very outer edge of the A-ring and several bright wave patterns in the Encke region. The small bright patch on the inner edge of the Encke Gap near the ring is an artifact of processing.",https://photojournal.jpl.nasa.gov/jpeg/PIA01952.jpg,1999-04-11
Saturn’s F-ring and Inner Satellite,"Saturn's F-ring and its inner shepherding satellite (1980S27) are pictured in this closeup Voyager 2 image acquired Aug. 25 from a range of 365,000 kilometers (227,000 miles). Features as small as 6 km. (3.7 mi.) across are visible. The satellite is elongated and irregular, with its longest axis pointing toward the center of Saturn (toward the upper right in this view). As seen here, the F-ring is thin and does not show the multiple, braided structure Voyager 1 saw last fall. Nor is there any indication of a band or kink in the ring at its closest point to the shepherd; such a feature would be consistent with some of the theories advanced on the formation of the braids.",https://photojournal.jpl.nasa.gov/jpeg/PIA01951.jpg,1999-04-11
Surface of Enceladus,"The surface of Enceladus is seen in this closeup view obtained Aug. 25, when Voyager 2 was 112,000 kilometers (69,500 miles) from this satellite of Saturn. This view, in which Enceladus north pole is toward the bottom right, shows the moon to bear a striking resemblance of Ganymede, the largest Galilean satellite of Jupiter. Moderately cratered areas have been transected by strips of younger grooved terrain. This more recently formed terrain--the light cratering says it must be relatively young--has consumed portions of craters such as those near the bottom center of this picture. This suggests that Enceladus has experienced internal melting even though it is only about 490 km. (300 mi.) in diameter. The grooves and linear features indicate that the satellite has been subjected to considerable crustal deformation as a result of this internal melting. The largest crater visible here is about 35 km. (20 mi.) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01950.jpg,1999-04-11
Saturn’s Moon Tethys,"Voyager 2 obtained this view of Saturn's moon Tethys on Aug.25 from a distance of 540,000 kilometers (335,000 miles). It shows the numerous impact craters and fault valleys of a very ancient surface. Tethys itself is 1,090 km. (675 mi.) in diameter, and the great chasm seen at the top of this image extends 1,700 km. (1,050 mi.), halfway across the satellite. The largest impact crater visible here is 90 km. (55 mi.) in diameter.",https://photojournal.jpl.nasa.gov/jpeg/PIA01399.jpg,1999-04-11
Voyager 2 Image of Saturn,"In this Voyager 2 image of Saturn, obtained Aug. 11, 1981, from a range of 14.7 million kilometers (9.1 million miles), north is at the upper right edge of the disc. Seen above the planet are the satellites Dione (right) and Enceladus. This false-color print shows a green spot at the south edge of a yellow band; in true color, the spot would appear brown and the band white. A bright yellow spot slightly above and to the left in this image moves eastward relative to the green spot at a rate that allows it to pass the green feature in about 50 days. The convective clouds that appear between the two spots are typical of the region. Here, the smallest visible structures measure about 270 kilometers (170 miles).",https://photojournal.jpl.nasa.gov/jpeg/PIA01959.jpg,1981-08-11
Spokes on Side of Saturn’s Rings,"Spokes are seen on the unlit side of Saturn's rings for the first time in this Voyager 2 wide-angle view obtained Aug. 28 from a distance of 3.4 million kilometers (2.1 million miles). In order to bring out the very faint detail in the B-ring, the image was specially processed for the spokes and thus does not show the true relative brightness of the other rings. The spokes are visible as bright wedge-shaped and tilted features in the outer half of the B-ring (center of image). A time-lapse sequence to be taken later this week will help resolve the question about whether the spokes are forming on the darkside of the rings or are lit-side features seen through the rings.",https://photojournal.jpl.nasa.gov/jpeg/PIA01955.jpg,1999-04-11
Collage of Saturn’s Smaller Satellites,"This family portrait shows the smaller satellites of Saturn as viewed by Voyager 2 during its swing through the Saturnian system. The following chart corresponds to this composite photograph (distance from the planet increases from left to right) and lists names, standard numerical designations and approximate dimensions (radii where indicated) in kilometers:",https://photojournal.jpl.nasa.gov/jpeg/PIA01954.jpg,1999-04-11
High-resolution View of Saturn’s Rings,"Voyager 2 high-resolution view of Saturn's rings Aug. 23 at a range of 3.3 million kilometers (2 million miles). The planet's limb is visible through the C-ring and the inner part of the B-ring. The ring shadows have been obscured by the bright band of light, evident on Saturn's surface, that passed through the more transparent Cassini Division. The Cassini Division is the darker gap that extends from the lower center of this image to the upper left; it is about 5,000 km. (3,100 mi.) wide. Many bright and dark ringlets are seen throughout the complex ring system.",https://photojournal.jpl.nasa.gov/jpeg/PIA01962.jpg,1999-04-25
Large Brown Spot in Saturn’s Atmosphere,"Circulation around a large brown spot in Saturn's atmosphere can be seen in this pair of green-filter Voyager 2 images taken Aug. 23 and 24 from distances of 2.7 million and 2.3 million kilometers (1.7 million and 1.4 million miles), respectively. The top frame was taken about 10 hours 15 minutes before that at bottom. Brighter clouds like that seen to the northwest of the spot (to the upper left in these views) are observed in this time-lapse comparison to move in an anti-cyclonic direction (counterclockwise in the northern hemisphere). One interpretation says this anti-cyclonic motion is associated with downdrafts that would induce clearing over the spot. Consequently, the spot itself may represent an opening in Saturn's upper cloud deck through which darker underlying clouds can be seen. The smallest features visible here are more than 50 km. (30 mi.) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01963.jpg,1999-04-28
Saturn’s Northern Hemisphere,"These Voyager 2 images of Saturn's northern hemisphere were taken Aug. 19 from a distance of 7.1 million kilometers (4.4 million miles). North is in the upper right corner. Both images show the same region of the planet, but the frame on the right was taken through a violet filter and the one on the left through a green filter. The violet image shows a bright band about 3,000 km. (1,900 mi.) wide north of three bright oval cloud systems. Two of these storms lose contrast in the green image and are barely visible. The third and largest feature, 3,000 km. (1,900 mi.) in diameter, is dark in the green and has a measured clockwise rotation. These two images were used to construct the accompanying color release (P-23915C, S-2-12) detailing the same region of the planet.",https://photojournal.jpl.nasa.gov/jpeg/PIA01960.jpg,1999-04-25
Saturn’s North Temperate Belt,"In this Voyager 2 false-color photograph, obtained Aug. 20 from a distance of 6.4 million kilometers (4 million miles), north is to the upper left. This view of the northern edge of Saturn's North Temperate Belt, the brownish region in the lower right of the image, was made from frames taken through violet, blue and green filters. The bright disturbance in the lower left has been coiled into a figure ""6"" by the wind shear in the planet's atmosphere; this same feature was seen in an earlier release (P-23912, S-2-9). To the south of it, winds blow westward at 20 meters-per-second (45 mph). Within the white zone to the north, wind speeds are in excess of 130 meters-per-second (290 mph) to the east. Wavelike structures can be seen along the ribbon feature that roughly follows the core of this strong eastward-flowing jet. The smallest observable features in this image are about 120 km. (75 mi.) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01961.jpg,1999-04-25
Saturn’s Ring Region,"This long exposure of the ring region about 150,000 to 200,000 kilometers (90,000 to 120,000 miles) from the center of Saturn captured the very faint G-ring, seen at left. The ring was discovered by Voyager 1 last fall at a similar phase angle. Voyager 2 was about 305,000 km. (189,000 mi.) away when it took this image Aug. 26. The small rectangular dots forming a regular pattern are reseau (reference) marks on the Voyager vidicon camera. The high-resolution detail in the A-ring has been washed out by the very long exposure needed to bring out the very tenuous G-ring.",https://photojournal.jpl.nasa.gov/jpeg/PIA01964.jpg,1999-04-28
Saturn’s B and C-rings,"This view focusing on Saturn's C-ring (and to a lesser extent, the B-ring at top and left) was compiled from three separate images taken through ultraviolet, clear and green filters. On Aug. 23, when it acquired these frames, Voyager 2 was 2.7 million kilometers (1.7 million miles) from the planet. More than 60 bright and dark ringlets are evident here; the small, bland squares are caused by the removal of reseau (reference) marks during processing. In general, C-ring material is very bland and gray, the color of dirty ice. Color differences between this ring and the B-ring indicate differing surface compositions for the material composing these complex structures.",https://photojournal.jpl.nasa.gov/jpeg/PIA01531.jpg,1999-05-08
Complex Geologic History of Triton,"Part of the complex geologic history of icy Triton, Neptune's largest satellite, is shown in this Voyager 2 photo, which has a resolution of 900 meters (2,700 feet) per picture element. The photo was received as part of a Triton-mapping sequence between 3:30 and 5:30 a.m. (PDT). This view is about 500 kilometers (300 miles) across. It encompasses two depressions, possibly old impact basins, that have been extensively modified by flooding, melting, faulting, and collapse. Several episodes of filling and partial removal of material appear to have occurred. The rough area in the middle of the bottom depression probably marks the most recent eruption of material. Only a few impact craters dot the area, which shows the dominance of internally driven geologic processes on Triton.",https://photojournal.jpl.nasa.gov/jpeg/PIA01538.jpg,1999-05-08
Saturn and its Ring System,"Voyager 2 returned this view of Saturn and its ring system Aug. 11, when the spacecraft was 13.9 million kilometers (8.6 million miles) away and approaching the large, gaseous planet at about l million km. (620,000 mi.) a day. The ring system's shadow is clearly cast in the equatorial region. Storm clouds and small-scale spots in the mid-latitudes are apparent. The so-called ""ribbonlike"" feature in the white cloud band marks a high-speed jet at about 47 north; there, the westerly wind speeds are about 150 meters-per-second (330 mph). The banding on this large, gaseous planet extends toward both poles.",https://photojournal.jpl.nasa.gov/jpeg/PIA01966.jpg,1999-05-06
"Saturn’s Outer Satellite, Phoebe","Voyager 2 took this photo of Saturn's outer satellite, Phoebe, on Sept. 4, 1981, from 2.2 million kilometers (1.36 million miles) away. The photo shows that Phoebe is about 200 kilometers (120 miles) in diameter, about twice the size of Earth-based measurements; and dark, with five percent reflectivity -- much darker than any other Saturnian satellite. That, and information from Earth-based observations, indicates Phoebe is almost certainly a captured asteroid, and did not form in the original Saturn nebula as Saturn's other satellites did. Phoebe is the only Saturnian satellite that does not always show the same face to Saturn: Its orbital period is 550 days. Its rotation period (length of day), determined from Voyager 2 observations, is nine to ten hours. Other ground-based observations that indicate that Phoebe is a captured asteroid: It orbits Saturn in the ecliptic plane (the plane in which Earth and most other planets orbit the Sun), rather than in Saturn's equatorial plane as the other Saturn satellites do. And Phoebe's orbit is retrograde -- in the direction opposite to that of the other satellites.",https://photojournal.jpl.nasa.gov/jpeg/PIA01965.jpg,1999-05-06
Ariel’s Densely Pitted Surface,"This mosaic of the four highest-resolution images of Ariel represents the most detailed Voyager 2 picture of this satellite of Uranus. The images were taken through the clear filter of Voyager's narrow-angle camera on Jan. 24, 1986, at a distance of about 130,000 kilometers (80,000 miles). Ariel is about 1,200 km (750 mi) in diameter; the resolution here is 2.4 km (1.5 mi). Much of Ariel's surface is densely pitted with craters 5 to 10 km (3 to 6 mi) across. These craters are close to the threshold of detection in this picture. Numerous valleys and fault scarps crisscross the highly pitted terrain. Voyager scientists believe the valleys have formed over down-dropped fault blocks (graben); apparently, extensive faulting has occurred as a result of expansion and stretching of Ariel's crust. The largest fault valleys, near the terminator at right, as well as a smooth region near the center of this image, have been partly filled with deposits that are younger and less heavily cratered than the pitted terrain. Narrow, somewhat sinuous scarps and valleys have been formed, in turn, in these young deposits. It is not yet clear whether these sinuous features have been formed by faulting or by the flow of fluids.",https://photojournal.jpl.nasa.gov/jpeg/PIA01534.jpg,1986-01-24
Uranus’ Atmosphere,Processing brings out Uranus' atmosphere.,https://photojournal.jpl.nasa.gov/jpeg/PIA01535.jpg,1999-05-08
Triton Faults,"This image of Triton was taken from a distance of about 130,000 kilometers (80,000 miles) at 12:20 a.m. PDT Aug. 25 1989. The image was received at JPL four hours later at about 4:20 a.m. The smallest detail that can be seen is about 2.5 kilometers (1.5 miles) across. The long linear feature extending vertically across the image is probably a graben (a narrow down dropped fault block) about 35 kilometers (20 miles) across. The ridge in the center of the graben probably is ice that has welled up by plastic flow in the floor of the graben. The surrounding terrain is a relatively young icy surface with few impact craters.",https://photojournal.jpl.nasa.gov/jpeg/PIA01537.jpg,1999-05-08
Detail of Triton’s Surface,"This color photo of Neptune's large satellite Triton was obtained on Aug. 24 1989 at a range of 530,000 kilometers (330,000 miles). The resolution is about 10 kilometers (6.2 miles), sufficient to begin to show topographic detail. The image was made from pictures taken through the green, violet and ultraviolet filters. In this technique, regions that are highly reflective in the ultraviolet appear blue in color. In reality, there is no part of Triton that would appear blue to the eye. The bright southern hemisphere of Triton, which fills most of this frame, is generally pink in tone as is the even brighter equatorial band. The darker regions north of the equator also tend to be pink or reddish in color.",https://photojournal.jpl.nasa.gov/jpeg/PIA01536.jpg,1999-05-08
Titan’s Cloud Systems,"This Voyager 2 photograph of Titan, taken Aug. 23, 1981 from a range of 2.3 million kilometers (1.4 million miles), shows some detail in the cloud systems on this Saturnian moon. The southern hemisphere appears lighter in contrast, a well-defined band is seen near the equator, and a dark collar is evident at the north pole. All these bands are associated with cloud circulation in Titan's atmosphere. The extended haze, composed of submicron-size particles, is seen clearly around the satellite's limb. This image was composed from blue, green and violet frames.",https://photojournal.jpl.nasa.gov/jpeg/PIA01532.jpg,1981-08-23
Post-encounter View of Neptune’s South Pole,Voyager 2's post-encounter view of Neptune's south pole as the spacecraft sped away on a southward trajectory.,https://photojournal.jpl.nasa.gov/jpeg/PIA01539.jpg,1999-05-08
Jupiter Ring System,"Jupiter's faint ring system is shown in this color composite as two light orange lines protruding from the left toward Jupiter's limb. This picture was taken in Jupiter's shadow through orange and violet filters. The colorful images of Jupiter's bright limb are evidence of the spacecraft motion during these long exposures. The Voyager 2 spacecraft was at a range of 1,450,000 kilometers (900,000 miles) about two degrees below the plane of the ring. The lower ring image was cut short by Jupiter's shadow on the ring.",https://photojournal.jpl.nasa.gov/jpeg/PIA01529.jpg,1999-05-08
Uranus Satellite - Miranda,"This Voyager 2 image of Miranda was taken Jan. 23, 1986, as the spacecraft neared Uranus. This image was acquired from a distance of 1.38 million kilometers (860,000 miles) through the clear filter of Voyager's narrow-angle camera. Miranda is the innermost of the five Uranian satellites known from Earth-based observations. Images from the Jan. 24 closest approach to Miranda should reveal in greater detail the region toward the bottom of this view, where a sinuous bright marking crosses a circular dark area. These features lie between a bright (high-albedo) region at left and a region of average albedo at right. Miranda is about 500 km (300 mi) in diameter; the resolution of this image is about 26 km (16 mi).",https://photojournal.jpl.nasa.gov/jpeg/PIA01980.jpg,1986-01-23
Epsilon Ring of Uranus,"Voyager 2 acquired this high-resolution image of the epsilon ring of Uranus on Jan. 23, 1986, from a distance of 1.12 million kilometers (690,000 miles). This clear-filter image from Voyager's narrow-angle camera has a resolution of about 10 km (6 mi). The epsilon ring, approximately 100 km (60 mi) wide at this location, clearly shows a structural variation. Visible here are a broad, bright outer component about 40 km (25 mi) wide; a darker middle region of comparable width; and a narrow, bright inner strip about 15 km (9 mi) wide. The epsilon-ring structure seen by Voyager is similar to that observed from the ground with stellar-occultation techniques. This frame represents the first Voyager image that resolves these features within the epsilon ring. The occasional fuzzy splotches on the outer and inner parts of the ring are artifacts left by the removal of reseau marks (used for making measurements on the image).",https://photojournal.jpl.nasa.gov/jpeg/PIA01983.jpg,1986-01-23
Rings of Uranus,"This Voyager 2 image of the Uranian rings delta, gamma, eta, beta and alpha (from top) was taken Jan. 23, 1986. The spacecraft was 1.12 million kilometers (690,000 miles) away when its narrow-angle camera obtained this clear-filter view. This image illustrates the broad outer component and narrow inner component of the eta ring, which orbits Uranus at a radius of some 47,000 km (29,000 mi). The broad component is considerably more transparent than the dense, narrow inner eta component, as well as the other narrow rings shown. Resolution here is about 10 km (6 mi).",https://photojournal.jpl.nasa.gov/jpeg/PIA01981.jpg,1986-01-23
Rings of Uranus,"This silhouetted image of the rings of Uranus was taken by the Voyager 2 spacecraft on Jan. 24, 1986, just 27 minutes before its closest approach to the planet. A half-second exposure was made with the wide-angle camera at a distance of 63,300 kilometers (39,300 miles). This image shows the nine originally known rings appearing as dark lines against the brighter clouds of the planet. The most prominent ring, called epsilon, appears at the right; barely visible at the left are the three rings known simply as 4, 5 and 6. The Uranian rings are extremely dark. The unique geometry of this view --with the rings against a bright background -- was chosen to ensure that an image could be obtained with a relatively fast exposure. The relative widths and spacing of the rings appear slightly different from other views because of the effects of foreshortening and ring inclinations. The resolution of the image is about 9 km (5 miles).",https://photojournal.jpl.nasa.gov/jpeg/PIA01985.jpg,1986-01-24
Jupiter’s Violent Storms,"This Voyager 2 image shows the region of Jupiter extending from the equator to the southern polar latitudes in the neighborhood of the Great Red Spot. A white oval, different from the one observed in a similar position at the time of the Voyager 1 encounter, is situated south of the Great Red Spot. The region of white clouds now extends from east of the red spot and around its northern boundary, preventing small cloud vortices from circling the feature. The disturbed region west of the red spot has also changed since the equivalent Voyager 1 image. It shows more small scale structure and cloud vortices being formed out of the wave structures. The picture was taken on July 3 from 6 million kilometers (3.72 million miles).",https://photojournal.jpl.nasa.gov/jpeg/PIA01527.jpg,1999-06-22
Uranus’ Rings,"Voyager 2 took this wide-angle image of Uranus' rings as the spacecraft neared the plane of the rings less than an hour before closest approach to the planet. Voyager obtained this clear-filter image on Jan. 24, 1986, from a distance of about 117,000 kilometers (73,000 miles) from Uranus; resolution is about 16 km (10 mi). Running diagonally from upper left to lower center are the four sets of previously known discrete rings. Barely visible to the right of these appears the ansa of a very broad, faint ring not seen before. (The ansa is the portion of a ring visible on either side of a planet when viewed from a distance.) This inner ring extends about 3,000 km (1,900 mi) in width and is located approximately 1,500 km (900 mi) inside the innermost of the previously known discrete rings, the 6 ring. These figures place the inner edge of the newly found ring about 11,000 km (7,000 mi) above the cloud tops of Uranus. Since the ring is so faint, this image has been extensively processed, resulting in the blurry, patchy appearance. The diagram at right shows the positions of the inner ring and the four outer sets of rings.",https://photojournal.jpl.nasa.gov/jpeg/PIA01984.jpg,1986-01-24
Uranus - Family Portrait,"This ""family portrait"" of Uranus' five largest moons was compiled from images sent back Jan. 20, 1986, by the Voyager 2 spacecraft. The pictures were taken through a clear filter from distances of 5.0 million to 6.1 million kilometers (3.1 million to 3.8 million miles). In this comparison, we see the relative sizes and relativities of the satellites. From left, in order of increasing distance from the planet, they are Miranda, Ariel, Umbriel, Titania and Oberon. The two largest, Oberon and Titania, are about half the size of Earth's Moon, or roughly, 1,600 kilometers (1,000 miles) in diameter. Miranda, smallest of the five, has about one-quarter to one-third the diameter. Even in these distant views, the satellites exhibit distinct differences in appearance. On average, Oberon and Titania reflect about 20 percent of the sunlight, Umbriel about 12 percent, Ariel and Miranda about 30 percent. Ariel shows the largest contrast on its surface, with the brightest areas about 25 percent. All five satellites show only slight color variations on their surfaces, with their average color being very nearly gray. The best views of the satellites will be obtained Jan. 24, the day of closest approach.",https://photojournal.jpl.nasa.gov/jpeg/PIA01975.jpg,1986-01-20
Uranus Rings,"Voyager 2 returned this picture of the Uranus rings on Jan. 22, 1986, from a distance of 2.52 million kilometers (1.56 million miles). All nine known rings are visible in this image, a 15-second exposure through the clear filter on Voyager's narrow-angle camera. The rings are quite dark and very narrow. The most prominent and outermost of the nine, called epsilon, is seen at top. The next three in toward Uranus -- called delta, gamma and eta -- are much fainter and more narrow than the epsilon ring. Then come the beta and alpha rings and finally the innermost grouping, known simply as the 4, 5 and 6 rings. The last three are very faint and are at the limit of detection for the Voyager camera. Uranus' rings range in width from about 100 km (60 mi) at the widest part of the epsilon ring to only a few kilometers for most of the others. This image was processed to enhance these narrow features; the bright dots are imperfections on the camera detector. The resolution scale is approximately 50 km (30 mi).",https://photojournal.jpl.nasa.gov/jpeg/PIA01977.jpg,1986-01-22
Uranus Rings and Two Moons,"Voyager 2 has discovered two ""shepherd"" satellites associated with the rings of Uranus. The two moons -- designated 1986U7 and 1986U8 -- are seen here on either side of the bright epsilon ring; all nine of the known Uranian rings are visible. The image was taken Jan. 21, 1986, at a distance of 4.1 million kilometers (2.5 million miles) and resolution of about 36 km (22 mi). The image was processed to enhance narrow features. The epsilon ring appears surrounded by a dark halo as a result of this processing; occasional blips seen on the ring are also artifacts. Lying inward from the epsilon ring are the delta, gamma and eta rings; then the beta and alpha rings; and finally the barely visible 4, 5 and 6 rings. The rings have been studied since their discovery in 1977, through observations of how they diminish the light of stars they pass in front of. This image is the first direct observation of all nine rings in reflected sunlight. They range in width from about 100 km (60 mi) at the widest part of the epsilon ring to only a few kilometers for most of the others. The discovery of the two ring moons 1986U7 and 1986U8 is a major advance in our understanding of the structure of the Uranian rings and is in good agreement with theoretical predictions of how these narrow rings are kept from spreading out. Based on likely surface brightness properties, the moons are of roughly 20- and 30-km diameter, respectively.",https://photojournal.jpl.nasa.gov/jpeg/PIA01976.jpg,1986-01-21
Saturn’s Atmosphere,"Further details of Saturn's atmosphere are evident in this photograph, a black-and-white print of a green-filter frame taken Aug. 21 by Voyager 2. At the time, the spacecraft was 4.6 million kilometers (2.8 million miles) from the planet; at this distance, the smallest observable feature was 85 km. (50 mi.) across. The dark oval cloud is about 4,000 km. (2,400 mi.) in diameter. Near its lower left edge, zonal winds blow westward at 20 meters-per-second (45 mph). By comparison, east-flowing winds reach speeds of 150 meters-per-second (330 mph) along the wavy edge of the white ribbon to the north of the dark oval. The observed flow patterns in the clouds reveal the wind shear to which they are subjected.",https://photojournal.jpl.nasa.gov/jpeg/PIA01973.jpg,1999-06-16
Ganymede,"This Voyager 2 color photo of Ganymede, the largest Galilean satellite, was taken on July 7, 1979, from a range of 1.2 million kilometers. Most of this portion of Ganymede will be imaged at high resolution during closest approach with the satellite on the evening of July 8, 1979. The photo shows a large dark circular feature about 3200 kilometers in diameter with narrow closely-spaced light bands traversing its surface. The bright spots dotting the surface are relatively recent impact craters, while lighter circular areas may be older impact areas. The light branching bands are ridged and grooved terrain first seen on Voyager 1 and are younger than the more heavily cratered dark regions. The nature of the brightish region covering the northern part of the dark circular feature is uncertain, but it may be some type of condensate. Most of the features seen on the surface of Ganymede are probably both internal and external responses of the very thick icy layer which comprises the crust of this satellite.",https://photojournal.jpl.nasa.gov/jpeg/PIA01972.jpg,1979-07-07
Full-disk View of Titania,"Voyager 2 obtained this full-disk view of Uranus' moon Titania in the early morning hours of Jan. 24, 1986, from a distance of about 500,000 kilometers (300,000 miles). Many circular depressions -- probably impact craters -- are visible in this clear-filter image returned by the Voyager narrow-angle camera. Other bright spots are distinguished by radiating rays and are probably halo craters that mark relatively more recent impacts. Even more interesting are linear troughs (right) that are probably fault canyons. The troughs break the crust in two directions, an indication of some tectonic extension of Titania's crust. These features indicate that this icy satellite has a dynamic, active interior. Titania is about 1,600 km (1,000 mi) in diameter; the resolution of this image is about 9 km (6 mi).",https://photojournal.jpl.nasa.gov/jpeg/PIA01979.jpg,1986-01-24
Uranus Moon - Titania,"The terminator region of Titania, one of Uranus' five large moons, was captured in this Voyager 2 image obtained in the early morning hours of Jan. 24, 1986. Voyager was about 500,000 kilometers (300,000 miles) from Titania and inbound toward closest approach. This clear-filter, narrow-angle view is along the terminator -- the line between the sunlit and darkened parts of the moon. The low-angle illumination shows the shape of the surface very clearly. Among the features visible are long linear valleys perhaps 50-100 km (30-60 mi) wide and several hundred km (or mi) long. At least two directions of faulting are visible, as are many circular impact craters attributed to cosmic debris. The resolution of this image is about 9 km (6 mi).",https://photojournal.jpl.nasa.gov/jpeg/PIA01978.jpg,1986-01-24
Uranus Moon - 1985U1,"Several craters are seen on the surface of 1985U1, one of several small moons of Uranus discovered by Voyager 2. The spacecraft acquired this single image -- the only close-up it obtained of any of the new moons -- on Jan. 24, 1986. At the time, Voyager was at a distance of about 500,000 kilometers (300,000 miles) from 1985U1, yielding a resolution of about 10 km (6 mi) in this clear-filter, narrow-angle image. The moon was found Dec. 30, 1985; it was the first and largest of nearly a dozen satellites discovered by the spacecraft cameras. This image shows 1985U1 to be a dark, nearly spherical object, with a diameter of about 150 km (90 mi); the dark surface reflects only 7 percent of the incident light. The picture was inserted into the Voyager encounter sequence late in its development. This image has had a complex history, having been recorded on the spacecraft tape recorder and first played back during the late afternoon of Jan. 24. An antenna-pointing problem at one of the Australian tracking stations led to loss of the data, so the image had to be transmitted a second time. It was successfully received shortly before 6 p.m. PST Jan. 26.",https://photojournal.jpl.nasa.gov/jpeg/PIA01357.jpg,1985-12-30
Io,"This Voyager 2 picture of Io was taken in ultraviolet light on the evening of July 4, 1979, at a range of 4.7 million kilometers (2.9 million miles). The bright spot on the right limb is one of the volcanic eruption plumes first photographed by Voyager 1. The plume is more than 200 kilometers (124 miles) high. The volcano apparently has been erupting since it was observed by Voyager 1 in March. This suggests that the volcanos on Io probably are in continuous eruption.",https://photojournal.jpl.nasa.gov/jpeg/PIA01989.jpg,1979-07-04
Saturn’s A-Ring,"This view of Saturn's A-ring was obtained Aug. 23, when Voyager 2 was about 2.8 million kilometers (1.7 million miles) from the planet. Green, violet and ultraviolet image of the ring, which images were used to compile this is 15,000 km. (9,300 mi.) wide. Of note here are the Cassini Division, in the extreme lower right corner of this image; the Encke Division, the prominent gap in the A-ring, at upper left; and the inner F-ring shepherding satellite (1980S27), near the top of the frame.",https://photojournal.jpl.nasa.gov/jpeg/PIA01988.jpg,1999-07-23
Neptune - Full Ring System,"This pair of Voyager 2 images (FDS 11446.21 and 11448.10), two 591-s exposures obtained through the clear filter of the wide angle camera, show the full ring system with the highest sensitivity. Visible in this figure are the bright, narrow N53 and N63 rings, the diffuse N42 ring, and (faintly) the plateau outside of the N53 ring (with its slight brightening near 57,500 km).",https://photojournal.jpl.nasa.gov/jpeg/PIA02202.jpg,1999-07-30
