title,date,image_id,page_url,caption
Volcanic Explosion on Io,1999-06-16,PIA01971,https://photojournal.jpl.nasa.gov/catalog/PIA01971,"VOLCANIC EXPLOSION ON IO: Voyager 1 acquired this image of Io on March 4 at 5:30 p.m. (PST) about 11 hours before closest approach to the Jupiter moon. The distance to Io was about 490,000 kilometers (304,000 miles). An enormous volcanic explosion can be seen silhouetted against dark space over Io's bright limb. The brightness of the plume has been increased by the computer as it is normally extremely faint, whereas the relative color of the plume (greenish white) has been preserved. At this time solid material had been thrown up to an altitude of about 100 miles. This requires an ejection velocity from the volcanic vent of about 1200 miles per hour, material reaching the crest of the fountain in several minutes. The vent area is a complex circular structure consisting of a bright ring about 300 kilometers in diameter and a central region of irregular dark and light patterns. Volcanic explosions similar to this occur on the Earth when magmatic gases expand explosively as material is vented. On Earth water is the major gas driving the explosion. Because Io is thought to be extremely dry, scientists are searching for other gases to explain the explosion."
"Europa from 2,869,252 Kilometers",1999-06-16,PIA01970,https://photojournal.jpl.nasa.gov/catalog/PIA01970,"View of Europa taken from a range of 2,869,252 kilometers (1.6 million miles) on March 2 at 2:00 PM. The color composite is made from three black and white images taken through the orange, green and violet filters. The 170 longitude is at the center of the picture; this is the face away from Jupiter. Irregular dark and bright patches on the surface are different from the patterns on the other satellites of Jupiter and those on the Moon, Mars and Mercury. Dark intersecting lines may be faults that break the crust."
Cratered Surface of Tethys,1999-06-16,PIA01974,https://photojournal.jpl.nasa.gov/catalog/PIA01974,"The heavily cratered surface of Tethys was photographed at l:35 a.m. PST on November 12 from a distance of l.2 million kilometers (750,000 miles) by Voyager l. This face of Tethys looks toward Saturn and shows a large valley about 750 kilometers long and 60 kilometers wide (500 by 40 miles). The craters are probably the result of impacts and the valley appears to be a large fracture of unknown origin. The diameter of Tethys is about 1000 kilometers (600 miles) or slightly less than l/3 the size of our Moon. The smallest feature visible on this picture is about 24 kilometers across."
Io - Jupiter’s inner satellite,1979-03-03,PIA01986,https://photojournal.jpl.nasa.gov/catalog/PIA01986,"The trailing face of Jupiter's inner satellite Io is shown in this photo taken by Voyager 1 on March 3, 1979, from a distance of 1.7 million miles. A bright yellow-orange equatorial band (lower left to upper right) separates the darker reddish-brown polar zones. The north pole is at upper left. Characteristic of Io's surface is the profusion of dark spots commonly surrounded by rings of brighter material. The smallest dark spot visible in this view is 30 kilometers wide; the largest, on the left is about 400 kilometers across. The large heart-shaped feature with a dark spot near its center could be Io's equivalent of an impact basin such as Mare Orientale on the Moon. Its outer dimensions are about 800 by 1000 km. It is located near (15 S by 260 W). Subsequent high-resolution coverage should reveal whether the small dark spots are impact craters, or perhaps something more exotic such as volcanoes. The reddish color of Io has been attributed to sulfur in the salts which are believed by some to make up the surface of Io. Water frost, which occurs on the surfaces of the other Galilean satellites, is absent on Io."
Ganymede,1999-07-23,PIA01987,https://photojournal.jpl.nasa.gov/catalog/PIA01987,"Voyager 1 took this picture of Jupiter's satellite Ganymede from a distance of 5 million miles (8.025 million kilometers) early on the morning of Feb. 26. Ganymede is the largest of Jupiter's 13 satellites. It is slightly larger than the planet Mercury, and has a density about twice that of water. That leads scientists to believe it is composed of a mixture of rock and ice. Ganymede is about four times brighter than Earth's Moon, and ground-based observations indicate a surface of water frost or ice. Details of the surface are not easily interpreted. The bright spot near the center of the picture is five times brighter than the Moon, and may contain more than surrounding areas. The bright pattern around the spot reminds scientists of ray craters on the Moon and Mercury, and the area may in fact be an impact crater that has exposed fresh, underlying ice. Further interpretation will require higher-resolution pictures. This color photo was taken through blue, green and orange filters and was assembled in the Image Processing Lab at Jet Propulsion Laboratory."
Io,1999-08-13,PIA02201,https://photojournal.jpl.nasa.gov/catalog/PIA02201,"This Voyager 1 view of an equatorial region near longitude 300 degrees shows several large surface flows that originate in volcanic craters or calderas. At the right edge is a light flow about 250 kilometers long. Another dark, lobate flow with bright edges is just left of center, with an exceedingly dark caldera to its left."
Volcanic Caldera on Io,1979-03-05,PIA00021,https://photojournal.jpl.nasa.gov/catalog/PIA00021,"This photograph of Jupiter's satellite Io shows what appears to be a volcanic caldera that is venting gasses (the bright blue patch at left center). In the photo is a network of volcanic calderas with dark floors linked by bright red materials. The northernmost caldera has a bright blue patch on the floor. Scientists believe the bright blue patch may be clouds of gas issuing from volcanic vents. The gas clouds may condense to form extremely fine particles that appear blue. Since Voyager 1's infrared spectrometer has discovered sulfur dioxide on Io, it is possible that sulfur dioxide is the main component of the clouds. Sulfur dioxide clouds would rapidly freeze and snow back to the surface. It is also possible that dark areas in the floors of the calderas are pools of molten sulfur, a very dark form of sulfur. The picture was taken March 5, 1979, as Voyager 1 approached Io. Photo was taken from 80,500 miles (129,600 kilometers)."
Saturn – Ribbon-like Wave Structure in Atmosphere,1980-11-10,PIA00027,https://photojournal.jpl.nasa.gov/catalog/PIA00027,"A view of Saturn's clouds extending from 40` to 60` N latitude shows a ribbon-like wave structure in the south with small convective features marking a westward jet in the north. This image was obtained on November 10, 1980 when Voyager 1 was at a distance of 3,500,000 kilometers (2,200,000 miles) from Saturn. The smallest resolved features in this photograph are 65 kilometers (40 miles) in diameter. Images with similar resolution indicate that Saturn's circulation is somewhat different from Jupiter's. The maximum westward velocities seen on Saturn are located in the middle of the darker regions, while on Jupiter they are located at the poleward interface between belts and zones."
Io Surface Deposits and Volcano,1979-03-05,PIA00361,https://photojournal.jpl.nasa.gov/catalog/PIA00361,"This color picture of Io, Jupiter's innermost Galilean satellite, was taken by Voyager 1 on the morning of March 5, 1979 at a range of 128,500 kilometers (77,100 miles). It is centered at 8 south latitude and 317 longitude. The width of the picture is about 1000 kilometers (600 miles). The diffuse reddish and orangish colorations are probably surface deposits of sulfur compounds, salts and possibly other volcanic sublimates. The dark spot with the irregular radiating pattern near the bottom of the picture may be a volcanic crater with radiating lava flows."
Northern Hemisphere of Saturn,1980-11-05,PIA02230,https://photojournal.jpl.nasa.gov/catalog/PIA02230,"This image of the northern hemisphere of Saturn was taken by NASA's Voyager 1 on Nov. 5, 1980 at a range of 9 million kilometers (5.5 million miles) shows a variety of features in Saturn's clouds: Small-scale convective cloud features are visible in the dark belt (center); an isolated convective cloud with a dark ring is seen in the lighter zone; and a longitudinal wave is visible in the brighter zone (right of center belt). The smallest features visible in this photograph are 175 kilometers (108.7 miles) across."
Solar System Portrait - Earth,1990-02-14,PIA02228,https://photojournal.jpl.nasa.gov/catalog/PIA02228,"This image of the Earth is one of 60 frames taken by the Voyager 1 spacecraft on Feb. 14, 1990 from a distance of approximately 4 billion miles and about 32 degrees above the ecliptic plane. This image the Earth is a mere point of light, a crescent only 0.12 pixel in size. Our planet was caught in the center of one of the scattered light rays resulting from taking the image so close to the sun."
Saturn Approach - Full Disk,1980-10-18,PIA02225,https://photojournal.jpl.nasa.gov/catalog/PIA02225,"NASA's Voyager 1 took this photograph of Saturn on Oct. 18, 1980,34 million kilometers (21.1 million miles) from the planet. The photograph was taken on the last day that Saturn and its rings could be captured within a single narrow-angle camera frame as the spacecraft closed in on the planet for its nearest approach on Nov. 12. Dione, one of Saturn's inner satellites, appears as three color spots just below the planet's south pole. An abundance of previously unseen detail is apparent in the rings. For example, a gap in the dark, innermost ring, called the C-ring or crepe ring, is clearly shown. Material is seen within the relatively wide Cassini Division, separating the middle, B-ring from the outermost ring, the A-ring. The Encke Division is shown near the outer edge of the A-ring. The detail in the rings' shadows cast on the planet is of particular interest: the broad, dark band near the equator is the shadow of the B-ring; the thinner, brighter line is just to the south of the shadow of the less dense A-ring."
Ganymede - high resolution,2000-01-04,PIA02233,https://photojournal.jpl.nasa.gov/catalog/PIA02233,"This picture of Ganymede was taken on the afternoon of March 5, from a range of 272,000 kilometers. The center of the picture lies at 13 latitude, 359 longitude. Many bright impact craters are shown that have radial ejecta patterns. These rays lie across and therefore are younger than the bright and dark background material. Many older impact craters are shown that have lost their rays probably by impact erosion. The bright background areas contain grooves and ridges that may be caused by faulting of the surface materials."
Io - High Res Limb,2000-01-04,PIA02232,https://photojournal.jpl.nasa.gov/catalog/PIA02232,"This picture of Io was taken on the morning of March 5 at a rang eof 75,445 kilometers. The area shown is at latitude 15 south longitude 244 . Many depressions and elevations are shown. The light is coming from the left, so a depression has a bright right wall and shadow on the left wall. The depressions are complex in shape and do not resemble impact craters. Two of the depressions are joined by a shallow trough. The elevations are irregular and comical. They are cut by linear and irregular troughs. The surface is smooth and plain-like, that is, the surface is not pockmarked by abundant impact craters so are probably geologically young."
Io - high resolution,1979-03-05,PIA02231,https://photojournal.jpl.nasa.gov/catalog/PIA02231,"This picture of Io was taken by Voyager 1 on the morning of March 5, 1979 at a range of about 92,000 km (55,000 mi.). The view is of the terminator region centered at 60 degrees south latitude and 276 degrees longitude. North is toward the upper left-hand corner of the picture. The Sun is shining from lower-left to upper-left. Shadows cast by cliffs are clearly visible near the terminator. The long valley which parallels the terminator is about 300 km long and 50 km wide. It may be a fault trough due to crustal deformation. Other cliffs which parallel the trough may also be faults. The large bright patch in the lower left portion of the picture, and the two black spots are probably some type of surface deposits."
Saturn’s Red Spot,1980-11-06,PIA02239,https://photojournal.jpl.nasa.gov/catalog/PIA02239,"This false color image, taken on November 6, 1980 from a distance of about 8 million kilometers, shows somewhat similar, although much smaller, red spot on Saturn. False color was used to make the faint spot more visible."
Dione,2000-02-09,PIA02244,https://photojournal.jpl.nasa.gov/catalog/PIA02244,"Dione, seen here against the disk of Saturn, is a bright, white, icy object like the other inner satellites. There is a difference in character between its leading and trailing hemispheres; the trailing side, seen on the left in this image, shows a pattern of bright wispy streaks against a darker background."
Mosaic of Saturn’s Rings,2000-02-07,PIA02242,https://photojournal.jpl.nasa.gov/catalog/PIA02242,"This detailed mosaic of the underside of the Cassini Division was obtained by Voyager 1 with a resolution of about 10 kilometers. The classical Cassini Division appears here to the right of center as five bright rings with substantial blacks gap on either side. The inner edge of the A Ring, to the left of center, is the brightest part of this image. The fine-scale wave structure in this region has been interpreted as being the result of gravitational density waves."
Saturn’s Moon Rhea,1980-11-12,PIA02240,https://photojournal.jpl.nasa.gov/catalog/PIA02240,"NASA's Voyager 1 took this high resolution color image of Rhea just before the spacecraft's closest approach to the Saturnian moon on Nov. 12, 1980 from a range of 128,000 kilometers (79,500 miles). The area shown is one of the most heavily cratered on Rhea, and indicates an ancient surface dating back to the period immediately following the formation of the planets 4.5 billion years ago. The photograph shows surface features about 2.5 kilometers (1.5 miles) in diameter, similar to a view of Earth's Moon through a telescope. Other areas of Rhea's surface are deficient in the very large (100 kilometers or 62 miles or larger) craters, indicating a change in the nature of the impacting bodies and an early period of surface activity. White areas on the edges of several of the craters in the upper right corner are probably fresh ice exposed on steep slopes or possibly deposited by volatiles leaking from fractured regions."
Saturn’s Rings,2000-02-07,PIA02241,https://photojournal.jpl.nasa.gov/catalog/PIA02241,"When seen from the unlit side, the rings of Saturn present a much different appearance from that familiar to telescopic observers. Relatively opaque areas like the B Ring turn black, while lightly populated zones, such as the C Ring and the Cassini Division, prove to excellent diffuse transmitters of sunlight. The A Ring, with intermediate opacity, is at an intermediate level of brightness."
Io,2000-03-23,PIA02248,https://photojournal.jpl.nasa.gov/catalog/PIA02248,"This photo of Io, innermost of the four large Galilean satellites of Jupiter, was taken through an ultraviolet filter by the narrow angle camera of Voyager 1. The photo was taken at 2 a.m. (PST) Feb. 27, when Voyager 1 was 4.3 million miles (7 million kilometers) from Io, seen against the background of a part of Jupiter's disk. North is at the top, and the central longitude of Io is 180 degrees. Io shows a contrasting surface, with generally very dark polar areas and numerous light and dark regions around the equator. At this resolution (about 100 miles or 160 kilometers), no topographic features, such as craters, can be seen. The brighter regions are believed to contain sulfur and various salts, making Io highly reflective (about six times brighter than Earth's Moon) in visible and enhanced light. This satellite of Jupiter has almost exactly the same size and density as our own Moon, but it apparently has followed a very different evolutionary path, influenced by its proximity to Jupiter and the intense bombardment it receives from the Jovian radiation belts of energetic charged particles."
Titan’s Thick Haze Layer,1980-11-11,PIA02238,https://photojournal.jpl.nasa.gov/catalog/PIA02238,"Titan's thick haze layer is shown in this enhanced Voyager 1 image taken Nov. 12, 1980 at a distance of 435,000 kilometers (270,000 miles). Voyager images of Saturn's largest moon show Titan completely enveloped by haze that merges with a darker ""hood"" or cloud layer over the north pole. Such a mantle is not present at the south pole. At Voyager's closest approach to Titan on Nov. 11, 1980, spacecraft instruments found that the moon has a substantial atmosphere, far denser than that of Mars and possibly denser than Earth's."
Jupiter’s Ring,1979-03-04,PIA02251,https://photojournal.jpl.nasa.gov/catalog/PIA02251,"First evidence of a ring around the planet Jupiter is seen in this photograph taken by Voyager 1 on March 4, 1979. The multiple exposure of the extremely thin faint ring appears as a broad light band crossing the center of the picture. The edge of the ring is 1,212,000 km from the spacecraft and 57,000 km from the visible cloud deck of Jupiter. The background stars look like broken hair pins because of spacecraft motion during the 11 minute 12 second exposure. The wavy motion of the star trails is due to the ultra-slow natural oscillation of the spacecraft (with a period of 78 seconds). The black dots are geometric calibration points in the camera. The ring thickness is estimated to be 30 km or less. The photograph was part of a sequence planned to search for such rings in Jupiter's equatorial plane. The ring has been invisible from Earth because of its thinness and its transparency when viewed at any angle except straight on."
Io - Southern Hemisphere,2000-03-23,PIA02250,https://photojournal.jpl.nasa.gov/catalog/PIA02250,"This picture of part of the southern hemisphere of Io was taken at a range of 74,675 km and shows an area at the terminator, very close to the edge of the disk as viewed from the spacecraft. In the foreground is gently undulating topography, while in the back-ground are two mountains with their near faces brightly illuminated by the sun. The mountain in the right is approximately 150 km across at its base and its height is probably in excess of 15 km which would make it higher than any mountain on Earth. The origin of the feature is not known but it could be a large volcano. In the foreground are numerous irregular markings which are typical of much of the surface of Io seen so far."
Ganymede,2000-03-23,PIA02252,https://photojournal.jpl.nasa.gov/catalog/PIA02252,"This view of Ganymede was taken on the afternoon of March 5 from a range of 267,000 kilometers (167,000 miles). A bright rayed impact crater is prominent on the left side of the frame. The ejecta material extends for a thousand kilometers (600 miles). The rays are on top and therefore are younger than the brighter ridged and grooved terrain crossing the picture. These features may be breaks in the surface caused by faulting. Many older craters are visible that have lost their rays."
Io - South Pole,2000-03-23,PIA02249,https://photojournal.jpl.nasa.gov/catalog/PIA02249,"This image was acquired by Voyager 1 as it approached close passage by the south pole of Io, the innermost of the four large Galilean satellites. This image was acquired at a range of 82,500 kilometers and shows an area approximately 600 km (350 miles) on a side. The sun shines from the left about 45 above the horizon as seen from the surface. The region shown is in Io's equatorial region and contains a myriad of complex features. A variety of features are visible: mountain and plateaus bounded by scarps that vary from irregular to linear, vast smooth plains, rough bright areas that may evidence curious erosion."
Voyager 1 Red Spot Movie,2000-04-06,PIA02259,https://photojournal.jpl.nasa.gov/catalog/PIA02259,This movie shows the portion of Jupiter around the Great Red Spot as it swirls through more than 60 Jupiter days. Notice the difference in speed and direction of the various zones of the atmosphere. The interaction of the atmospheric clouds and storm shows how dynamic the Jovian atmosphere is.
Voyager 1 Jupiter Southern Hemisphere Movie,1979-02-01,PIA02258,https://photojournal.jpl.nasa.gov/catalog/PIA02258,"This movie shows a portion of Jupiter in the southern hemisphere over 17Jupiter days. Above the white belt, notice the series of atmospheric vortices headed west. Even these early approach frames show wild dynamics in the roiling environment south of the white belt. Notice the small tumbling white cloud near the center."
Rhea - Icy Cratered Surface,1980-11-12,PIA02273,https://photojournal.jpl.nasa.gov/catalog/PIA02273,"The icy, cratered surface of Saturn's moon Rhea is seen in this image taken by Voyager 1 on Nov. 12, 1980, at a range of 85,000 kilometers (52,800 miles) as the spacecraft passed over the satellite's north pole. The heavily cratered surface attests to the satellite's ancient age. The largest craters, 50 to 100 kilometers (30 to 60 miles) across and several kilometers deep, are freshly preserved in Rhea's icy crust. The craters and landscape resemble those on the Moon and Mercury, and are unlike the flattened crater forms that have collapsed in the soft icy crusts of the Jovian moons Callisto, Ganymede and Europa. Scientists believe that Rhea (which is just 1,600 kilometers or 995 miles in diameter, compared to the 5,500-kilometer or 3,400-mile diameter of Ganymede) froze and became rigid, behaving like a rocky surface, very early in its history."
Saturn’s F-ring,1980-11-12,PIA02272,https://photojournal.jpl.nasa.gov/catalog/PIA02272,"The three separate components of Saturn's F-ring are seen in this image taken by NASA's Voyager l on Nov. 12, 1980, from a range of 750,000 kilometers (466,000) miles. Two prominent bright strands appear twisted and kinked, while the fainter, innermost third strand largely lacks such non-uniformities. The kinking appearance of the ring may be caused by the gravitational perturbations of two nearby satellites -- S-13 on the outside and S-14 on the inside -- or the effect may be caused by electromagnetic forces upon small F-ring particles."
Crescent of Saturn,1980-11-13,PIA02271,https://photojournal.jpl.nasa.gov/catalog/PIA02271,"The crescent of Saturn, the planet's rings and their shadows are seen in this Voyager 1 image taken Nov. 13, 1980 at a distance of 1,500,000 kilometers (930,000 miles) as the spacecraft began to leave the Saturn system. The bright limb of Saturn is clearly visible through the A, B, and C rings. The dark band cutting through the crescent is the shadow of the rings. This image was overexposed to bring out detail in the rings, so the crescent appears artificially brighter."
Callisto Basin,1979-03-06,PIA02277,https://photojournal.jpl.nasa.gov/catalog/PIA02277,"This picture of a multi-ring basin on Callisto was taken the morning of March 6, 1979, from a distance of about 200,000 km. The complicated circular structure seen at left center is similar to the large circular impact basins that dominate the surface of the Earth's moon and also the planet Mercury. The inner parts of these basins are generally surrounded by radially lineated ejecta and several concentric mountainous ring structures that are thought to form during the impact event. This multi-ring basin on Callisto consists of light floored central basin some 300 km in diameter surrounded by at least eight to ten discontinuous rhythmically spaced ridges. No radially lineated ejecta can be seen. The ring structures on Moon and Mercury have been likened to ripples produced on a pond by a rock striking the water. The great number of rings observed around this basin on Callisto is consistent with its low planetary density and probable low internal strength."
Ganymede,1979-03-05,PIA02279,https://photojournal.jpl.nasa.gov/catalog/PIA02279,"On the afternoon of March 5, 1979, Voyager 1 took this picture of Ganymede, Jupiter's largest satellite, from a range of 246,000 km (158,400 mi). The center of the picture is at 19 south latitude and 356 longitude, and the height of the frame represents a distance of about 1000 km (600 mi) on the surface. The smallest features seen on this picture are about 2.5 km (1.5 mi) across. The surface displays numerous impact craters many of which have extensive bright ray systems. The craters lacking ray systems are probably older than those showing rays. Bright bands traverse the surface in various directions and these bright bands contain an intricate system of alternating linear bright and dark lines which may represent deformation of the crusted ice layer. These lineations are particularly evident near the top of the picture. A bright band trending in a north-south direction in the lower left-hand portion of the picture is offset along a bright line. This offset is probably due to faulting. Two light circular areas in the right upper center of the picture may be the scars of ancient impact craters which have had their topographic expansion erased by flowage of the crystal icy material."
Io Caldera,1979-03-05,PIA02288,https://photojournal.jpl.nasa.gov/catalog/PIA02288,"Voyager 1 took this narrow-angle camera image on 5 March 1979 from a distance of 69,000 kilometers. The feature shown is a volcanic caldera which may be actively spewing material into space (dark gray fuzz near the upper-right part of the caldera rim). In addition, very dark lava has flowed out of the fissure and spread on the floor of the caldera. The Voyager Project is managed by the Jet Propulsion Laboratory for NASA's Office of Space Science."
Saturn’s B rings,1980-11-03,PIA02289,https://photojournal.jpl.nasa.gov/catalog/PIA02289,This narrow-angle camera image of Saturn's B Ring and Cassini Division was taken through the Clear filter from a distance of 12.6 million km on 3 November 1980. The Cassini Division separating the A and B Rings is clearly not an empty region. The Division shows several substantial well-defined ringlets.
Saturn’s F Ring,2000-05-25,PIA02283,https://photojournal.jpl.nasa.gov/catalog/PIA02283,"Saturn's F, or outermost ring was photographed from the un-illuminated face of the rings by Voyager 1 at a range of 750,000 kilometers (470,000 miles). Complex structure is evident, with several components seen. Two narrow, braided, bright rings that trace distinct orbits are evident. Visible is a broader, very diffuse component about 35 kilometers (20 miles) in width. Also seen are ""knots,"" which probably are local clumps of ring material, but may be mini-moons."
Io,1979-03-05,PIA02280,https://photojournal.jpl.nasa.gov/catalog/PIA02280,"This picture of Io, Jupiter's innermost Galilean satellite, was taken by Voyager 1 on the morning of March 5, 1979, during the closest approach to this satellite. The picture was recorded on the onboard tape recorder and then sent back to Earth on the morning of March 7, 1979. Voyager 1 was at a range of 30,800 km (18,480 mi) from Io when the picture was taken. This region of Io is centered at 67 degrees south latitude and 328 degrees longitude. The picture width is about 246 km (147 mi). The smallest features visible are about 0.3 km (0.2 mi) across. The picture shows an irregularly shaped composite crater about 50 km (30 mi) in diameter with dark flows radiating from its rim. The crater is a volcanic caldera and the dark flows are probably low viscosity lavas possibly of basaltic composition. Some of the lava flows are over 100 km long and 15 km wide. Similar but smaller flows and craters occur on the island of Hawaii."
Ganymede Varied Terrain,1979-03-05,PIA02286,https://photojournal.jpl.nasa.gov/catalog/PIA02286,"Voyager 2 took this picture of Ganymede on 5 March 1979. It was taken with the narrow-angle camera from a range of 270,000 kilometers. Clear examples of several of the different types of terrain common on Ganymede's surface are visible. The broad light regions running through the older dark areas are the typical grooved structures seen within most of the light regions on Ganymede. Many examples of craters of all ages can be seen in this image, including fresh, bright ray craters, large, subdued circular markings thought to be the ""scars"" of large ancient impacts and craters with thin, bright rims a small central crater. The Voyager Project is managed by the Jet Propulsion Laboratory for NASA's Office of Space Science."
Io Pele Plume,1979-03-05,PIA02287,https://photojournal.jpl.nasa.gov/catalog/PIA02287,"Voyager 1 took this narrow-angle camera image on 5 March 1979 from a distance of 450,000 kilometers. At this geometry, the camera looks straight down through a volcanic plume at one of Io's most active volcanos, Pele. The large heart-shaped feature is the region where Pele's plume falls to the surface. At the center of the ""heart"" is the small dark fissure that is the source of the eruption. The Voyager Project is managed by the Jet Propulsion Laboratory for NASA's Office of Space Science."
Saturn’s Satellite 1980S1,1980-11-12,PIA02284,https://photojournal.jpl.nasa.gov/catalog/PIA02284,"Two satellites of Saturn share an orbit 151,400 kilometers (94,075 miles) from the center of the planet. The leading co-orbital satellite, designated 1980S1, is seen in transit across Saturn in this image taken by NASA's Voyager 1 on Nov. 12, 1980, at a range of 611,000 kilometers (379,650 miles). It is ellipsoidal, almost disk-shaped, and rotates with its long axis, 200 kilometers (125 miles) in diameter, pointed at Saturn."
Saturn’s Shadow Upon the Rings,2000-05-25,PIA02285,https://photojournal.jpl.nasa.gov/catalog/PIA02285,"Voyager 2 returned this wide-angle, clear-filtered image of the shadow of Saturn upon the rings just after engineers at the Jet Propulsion Laboratory successfully commanded the camera platform to point to the planet. Problems with the platform had prevented the spacecraft from returning photographs the past few days. This first picture after the repair was obtained the evening of Aug. 28, when Voyager 2 was 3.2 million kilometers (2 million miles) from the planet and racing away at more than 26,000 mph. Saturn's nightside can be seen at upper left, with the shadow cast by the planet falling across the rings in the center of this image. The white lines, or ""noise,"" across the photograph are the result of temporary ground communications troubles between the Australian Deep Space Network tracking station and Voyager mission control in Pasadena. The picture was received in Australia in perfect condition; the noise will be removed in subsequent processing."
Iapetus,1980-11-15,PIA02291,https://photojournal.jpl.nasa.gov/catalog/PIA02291,"This narrow-angle camera image of Saturn's mysterious satellite Iapetus was taken through the Clear filter from a distance of 2.5 million km on 15 November 1980. The dramatic brightness change between hemispheres is clearly seen here. Even with the bright side overexposed, the dark surface is still not visible."
Saturn’s F-Ring,1980-11-08,PIA02293,https://photojournal.jpl.nasa.gov/catalog/PIA02293,This narrow-angle camera image of Saturn's F Ring was taken through the Clear filter while at a distance of 6.9 million km from Saturn on 8 November 1980. The brightness variations of this tightly-constrained ring shown here indicate that the ring is less uniform in makeup than the larger rings.
Saturn’s F-Ring,1980-11-12,PIA02292,https://photojournal.jpl.nasa.gov/catalog/PIA02292,This narrow-angle camera image of Saturn's F Ring was taken through the Clear filter while at a distance of 0.75 million km from Saturn on 12 November 1980. The kinks and braids of this tightly-constrained ring are visible along with the outer edge of the A Ring.
"Saturn’s 15th moon, 1980S28",1980-11-06,PIA02263,https://photojournal.jpl.nasa.gov/catalog/PIA02263,"Voyager 1 has found a 15th moon orbiting Saturn, visible near the bottom of this picture taken on Nov. 6, 1980, when the spacecraft was still 8 million kilometers (5 million miles) from Saturn. Voyager imaging team scientists discovered the moon Nov. 7, 1980, in the first of several programmed searches for new satellites of Saturn. The unique location of the 15th satellite, just 800 kilometers (500 miles) outside the outer edge of the A-ring, is especially significant in that this small body, approximately 100 kilometers (50 miles) in diameter, may be responsible for defining the outer edge of Saturn's bright ring system. The orbital period of the new satellite is approximately 14 hours, 20 minutes, the shortest orbit of any of Saturn's known satellites. The very narrow F-ring, approximately 4,000 kilometers (2,500 miles) outside the outer edge of the A-ring, is seen prominently in this picture."
Rhea,1980-11-10,PIA02264,https://photojournal.jpl.nasa.gov/catalog/PIA02264,"Broad areas of light and dark material seen in this enhanced Voyager 1 picture of Saturn's satellite Rhea suggest varying amounts of fresh ice on the moon's surface. A few small bright spots are visible and are similar in appearance to small fresh impact craters seen in Voyager images of the Galilean satellites of Jupiter taken at this resolution. The photograph, taken Nov. 10, 1980 at a range of 2.7 million kilometers (1.6 million miles), shows features about 50 kilometers (30 miles) in scale. Near the terminator (lower right) are several features which indicate topographic relief. The two circular features may be large impact craters perhaps a hundred kilometers (60 miles) across. (The extreme brightness of the southern (lower left) region is probably not real and is a result of image processing.) Rhea is one of the larger of Saturn's inner satellites with a diameter of about 1,500 kilometers (900 miles) and is known to be covered at least partially with water frost. It may be mostly icy in nature."
Dione - Circular Impact Craters,2000-05-23,PIA02265,https://photojournal.jpl.nasa.gov/catalog/PIA02265,"Circular impact craters up to about 100 kilometers (60 miles) in diameter are seen in this view of Saturn's icy moon Dione. The image was taken by Voyager 1 from a range of 790,000 kilometers (500,000 miles) at 2:20 a.m. PST on November 12. Bright, wispy markings form complex arcuate patterns on the surface. These markings are slightly brighter than the brightest features seen by Voyager on Jupiter's moons, suggesting that they are surface frost deposits. The patterns of the bright bands hint at an origin due to internal geologic activity, but the resolution is not yet sufficient to prove or disprove this idea. Dione's diameter is only 1100 kilometers (700 miles), much smaller than any of Jupiter's icy moons. It thus belongs to a class of small, icy objects never observed before the Voyager I Saturn encounter. The view here is of the face which trails in orbit."
Mimas - Large Impact Structure,2000-05-23,PIA02266,https://photojournal.jpl.nasa.gov/catalog/PIA02266,"This Voyager 1 picture of Mimas shows a large impact structure at 110 W Long., located on that face of the moon which leads Mimas in its orbit. The feature, about 130 kilometers in diameter (80 miles), is more than one-quarter the diameter of the entire moon. This is a particularly interesting feature in view of its large diameter compared with the size of the satellite, and may have the largest crater diameter/satellite diameter ratio in the solar system. The crater has a raised rim and central peak, typical of large impact structures on terrestrial planets. Additional smaller craters, 15-45 kilometers in diameter, can be seen scattered across the surface, particularly along the terminator. This photo was taken on November 12 at 5:05 a.m. PST, from a range of approximately 660,000 kilometers (400,000 miles). Mimas is one of the smaller Saturnian satellites with a low density implying its chief component is ice."
Mimas - cratered surface,1980-11-12,PIA02267,https://photojournal.jpl.nasa.gov/catalog/PIA02267,"This image of Saturn's moon Mimas was taken by NASA's Voyager 1 on Nov. 12, 1980 and shows the heavily and uniformly cratered surface of the satellite. The photograph, taken at a range of 208,000 kilometers (129,000 miles), shows features as small as about five kilometers (three miles). Topography is best seen along the terminator where it is enhanced by the low sun angle. The apparent crater density decrease toward the left of the picture is not real and results from a change in sun angle. A long, narrow trough about five kilometers (three miles) across is seen to cross from lower limb to the center of the image where it terminates. A second trough originates near the center and extends to the upper limb, where it appears to branch into a series of smaller troughs."
Iapetus,1980-11-12,PIA02268,https://photojournal.jpl.nasa.gov/catalog/PIA02268,"A large circular feature about 200 kilometers (120 miles) across with a dark spot in its center is visible in this photograph of Saturn's satellite Iapetus taken Nov. 12, 1980 from a distance of 3.2 million kilometers (1.9 million miles). The satellite's leading hemisphere is to the left, and the trailing hemisphere, which is about four to five times brighter, is to the right. The large circular feature is most probably a large impact structure outlined by dark material, possibly thrown out by the impact."
